Simulation Total Time;31055;;;;;;;;;
Total Number of Sensed Events by the WSN;989;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;989;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;;;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;255;397;255;397;397;1;142;28.988.942
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;185;328;1031;328;328;0;143;28.485.942
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;189;335;869;335;335;0;146;26.931.582
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;181;327;803;327;327;0;146;26.987.334
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;111;255;912;255;255;0;144;27.988.408
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;96;243;678;243;243;1;147;26490.1
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;76;217;949;220;217;1;144;27904.36
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;79;225;876;225;225;0;146;26.989.344
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;54;195;624;197;195;1;143;28.487.188
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;142;389;144;142;1;144;27.994.246
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;146;506;146;146;0;146;26993.46
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;146;511;146;146;0;146;26993.43
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;144;341;144;144;0;144;27.994.498
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1177;0;;;;;;
Simulation Total Time;30187;;;;;;;;;
Total Number of Sensed Events by the WSN;982;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;982;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;333;468;333;479;468;0;146;26.976.234.667
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;805;953;805;0;0;0;148;25.972.005.333
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;666;814;666;0;0;1;148;25.981.352
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;218;353;218;364;353;0;146;26.938.718
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;196;333;1074;341;333;0;145;27.467.840.667
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;190;337;879;337;337;0;147;26.486.638
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;181;313;778;327;313;1;146;26.987.736
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;107;218;886;249;218;0;142;28.964.424
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;115;257;717;259;257;1;144;27.989.518
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;82;230;948;230;230;0;148;25.988.792
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;80;223;883;225;223;0;145;27.489.338
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;57;194;614;198;194;0;141;29.444.547.333
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;146;403;146;146;0;146;26.994.078
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;151;490;151;151;0;151;24.493.442
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;145;503;145;145;0;145;27.493.502
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;139;343;140;139;1;140;29994.6
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1155;0;;;;;;
Simulation Total Time;29549;;;;;;;;;
Total Number of Sensed Events by the WSN;1016;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;1016;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;338;476;338;481;476;1;143;28.368.172.667
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;798;943;798;0;0;0;145;27.478.238
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;725;870;725;0;0;0;145;27457.33
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;257;392;257;398;392;0;141;29.330.338
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;192;338;1053;338;338;0;146;26985.57
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;177;322;891;322;322;1;145;27.486.926
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;188;333;797;333;333;0;145;27.487.226
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;111;257;932;257;257;0;146;26988.24
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;112;258;705;258;258;1;146;26.989.578
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;74;220;942;220;220;1;146;26.989.068
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;68;218;857;218;218;0;150;24.989.632
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;65;211;614;211;211;0;146;26.991.252
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;147;404;147;147;1;147;26.494.048
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;146;504;146;146;0;146;26.993.472
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;127;508;141;127;1;141;29493.82
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;139;351;144;139;1;144;27.994.528
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1111;0;;;;;;
Simulation Total Time;31544;;;;;;;;;
Total Number of Sensed Events by the WSN;989;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;989;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;314;429;314;453;429;1;139;30.487.676
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;751;897;751;0;0;1;146;26.792.449.333
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;722;870;723;0;0;0;148;25.950.669.333
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;227;376;227;376;376;0;149;25.467.871.333
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;169;314;997;314;314;0;145;27.486.482
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;175;322;869;322;322;1;147;26.487.058
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;201;346;796;348;346;1;147;26.486.908
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;111;227;928;253;227;1;142;28.988.828
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;90;234;650;234;234;1;144;27.990.484
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;63;214;888;214;214;0;151;24.489.542
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;91;241;895;241;241;1;150;24.988.846
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;59;204;631;204;204;1;145;27.491.318
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;122;378;137;122;1;137;31.494.714
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;129;486;144;129;1;144;27.993.898
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;150;501;150;150;0;150;24.993.394
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;140;354;143;140;1;143;28.494.498
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1201;0;;;;;;
Simulation Total Time;30040;;;;;;;;;
Total Number of Sensed Events by the WSN;1;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;1;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;1;1;1;1;1;0;0;33333.99
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;1;0;1;0;0;0;0;99.999.994
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;1;1;1;0;0;0;1;99.499.976
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;2;0;2;142;0;1;140;29.999.136
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;0;1;0;1;1;0;1;33.167.325.333
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;1;0;3;153;0;1;152;23.999.064
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;0;1;2;1;1;0;1;33.241.988
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;0;2;4;2;2;0;2;33.254.309.333
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;1;0;3;143;0;1;142;28.999.124
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;1;1;1;1;1;0;0;33347.99
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;1;0;4;151;0;1;150;24903.69
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;0;1;1;1;1;0;1;33.299.323.333
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;1;2;1;1;0;1;33.291.321.333
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;1;0;1;1;0;1;33.181.325.333
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;1;2;1;1;0;1;33.367.321.333
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;0;2;145;0;1;145;27.499.118
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1146;0;;;;;;
Simulation Total Time;32047;;;;;;;;;
Total Number of Sensed Events by the WSN;964;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;964;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;314;456;314;461;456;0;147;26.487.142
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;773;921;774;0;0;0;148;25.784.594.667
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;644;794;644;0;0;0;150;24.975.844
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;246;356;246;389;356;1;143;28.489.782
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;167;314;1019;314;314;0;147;26486.35
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;176;317;822;322;317;1;146;26987.43
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;132;288;645;288;288;1;156;21.989.218
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;98;246;844;246;246;0;148;25.989.038
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;86;237;651;237;237;0;151;24.490.406
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;69;220;878;220;220;0;151;24.489.452
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;62;164;815;209;164;0;147;26.478.303.333
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;48;182;571;193;182;1;145;27.486.046.667
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;130;383;144;130;1;144;27.994.498
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;137;482;146;137;0;146;26.993.766
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;120;481;140;120;1;140;29.994.114
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;116;333;136;116;1;136;31.995.098
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1228;0;;;;;;
Simulation Total Time;30495;;;;;;;;;
Total Number of Sensed Events by the WSN;1015;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;1015;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;329;466;329;474;466;1;145;27.421.598
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;805;951;805;0;0;0;146;26.766.350.667
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;702;845;702;0;0;0;143;28.449.526
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;241;371;241;380;371;1;139;30.471.198.667
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;187;329;1055;331;329;1;144;27.923.254
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;190;339;857;339;339;0;149;25.448.240.667
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;184;331;782;331;331;0;147;26.487.364
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;98;241;888;241;241;1;143;28.488.888
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;93;242;690;242;242;0;149;25.435.350.667
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;82;231;926;231;231;0;149;25.488.906
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;77;223;885;223;223;0;146;26.989.338
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;62;186;604;201;186;0;139;30.491.822
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;141;387;147;141;0;147;26.494.258
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;139;525;146;139;1;146;26.993.472
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;147;493;147;147;0;147;26493.52
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;140;348;140;140;1;140;29.994.552
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1120;0;;;;;;
Simulation Total Time;29589;;;;;;;;;
Total Number of Sensed Events by the WSN;1043;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;1043;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;339;481;339;481;481;1;142;28.986.422
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;816;958;816;0;0;0;142;28.756.286.667
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;726;871;726;0;0;0;145;27.479.966
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;267;405;267;410;405;1;143;28.488.648
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;192;339;1052;339;339;0;147;26.485.552
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;186;335;870;335;335;0;149;25486.74
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;168;321;756;321;321;1;153;23487.76
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;120;267;928;267;267;0;147;26.488.024
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;103;250;709;250;250;0;147;26.489.746
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;76;221;935;224;221;0;148;25.989.068
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;69;208;868;218;208;0;149;25489.74
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;59;206;631;206;206;1;147;26491.27
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;146;392;146;146;0;146;26.994.144
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;135;507;145;135;0;145;27.493.658
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;126;509;141;126;1;141;29.493.832
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;146;340;146;146;1;146;26.994.456
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1146;0;;;;;;
Simulation Total Time;31546;;;;;;;;;
Total Number of Sensed Events by the WSN;967;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;967;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;311;426;311;454;426;1;143;28.487.742
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;721;867;721;0;0;1;146;26.797.068
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;734;880;734;0;0;1;146;26.979.756
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;252;386;252;394;386;0;142;28.989.176
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;168;311;975;311;311;0;143;28.486.686
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;147;295;806;295;295;0;148;25.970.694.667
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;193;348;712;348;348;0;155;22.487.382
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;100;252;915;252;252;0;152;23.988.468
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;85;226;645;227;226;0;142;28.990.706
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;78;178;880;215;178;1;137;31.490.226
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;68;211;822;221;211;0;153;23.489.944
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;51;195;601;202;195;1;151;24.455.890.667
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;138;361;140;138;1;140;29994.51
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;137;500;137;137;0;137;31.493.712
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;122;486;145;122;0;145;27.494.024
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;128;347;144;128;1;144;27994.75
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1166;0;;;;;;
Simulation Total Time;33274;;;;;;;;;
Total Number of Sensed Events by the WSN;1025;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;1025;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;323;430;323;457;430;1;134;32987.58
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;778;918;778;0;0;0;140;29.798.808
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;732;871;732;0;0;1;139;30479.93
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;263;403;263;403;403;1;140;29988.75
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;186;323;1039;323;323;1;137;31.486.014
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;202;348;864;348;348;0;146;26.986.464
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;182;329;827;329;329;0;147;26.487.142
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;119;263;933;263;263;0;144;27988.09
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;100;243;696;243;243;1;143;28.489.992
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;88;237;931;237;237;0;149;25.488.726
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;68;220;876;220;220;0;152;23.989.464
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;66;213;620;213;213;0;147;26.491.168
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;143;395;143;143;0;143;28.494.198
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;152;491;152;152;0;152;23.993.412
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;135;512;147;135;1;147;26.493.616
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;140;360;144;140;1;144;27.994.456
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1221;0;;;;;;
Simulation Total Time;29179;;;;;;;;;
Total Number of Sensed Events by the WSN;1023;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;1023;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;327;471;327;471;471;0;144;27.986.734
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;805;949;805;0;0;1;144;27.615.029.333
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;732;878;732;0;0;0;146;26.979.804
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;258;396;258;400;396;1;142;28.756.308
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;180;327;1022;327;327;0;147;26486.02
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;188;334;882;334;334;0;146;26.982.897.333
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;193;336;819;337;336;0;144;27.987.016
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;112;258;936;258;258;0;146;26.988.192
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;88;232;677;234;232;0;146;26.990.358
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;77;219;932;222;219;0;145;27332.38
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;82;227;912;227;227;0;145;27489.08
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;62;204;631;206;204;1;144;27.991.306
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;131;376;142;131;0;142;28.994.534
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;136;512;142;136;0;142;28.993.628
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;148;496;148;148;0;148;25.993.478
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;146;352;146;146;1;146;26.994.384
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1102;0;;;;;;
Simulation Total Time;30603;;;;;;;;;
Total Number of Sensed Events by the WSN;1004;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;1004;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;313;430;313;454;430;1;141;29.480.552.667
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;765;908;765;0;0;0;143;28.113.066
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;726;873;726;0;0;0;147;26.454.976.667
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;263;392;263;403;392;0;140;29.988.948
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;178;313;1029;317;313;1;139;30486.29
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;188;335;831;335;335;0;147;26486.98
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;193;334;826;338;334;0;145;27.487.004
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;115;263;928;263;263;0;148;25988.12
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;100;240;680;240;240;0;140;29.990.166
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;74;223;899;223;223;1;149;25.489.254
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;78;228;897;228;228;0;150;24.989.152
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;62;211;634;211;211;0;149;25.491.132
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;140;385;140;140;0;140;29994.33
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;136;502;145;136;0;145;27.493.676
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;148;510;149;148;0;149;25.493.382
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;146;360;148;146;1;148;25.994.324
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1151;0;;;;;;
Simulation Total Time;29493;;;;;;;;;
Total Number of Sensed Events by the WSN;985;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;985;;;;;;;;;
Nodes;;;;;;;;;;
