Simulation Total Time;31055;;;;;;;;;
Total Number of Sensed Events by the WSN;989;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;989;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;;;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;736;217;868;223;0;148;25.989.554;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;685;206;826;226;0;145;27.399.995.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;505;181;605;193;0;145;27491.96;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;304;133;388;146;1;146;26.994.402;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;405;145;494;147;1;147;26.493.544;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;404;131;506;141;1;141;29493.76;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;312;125;334;138;1;138;30.931.639.333;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1201;0;;;;;;
Simulation Total Time;30065;;;;;;;;;
Total Number of Sensed Events by the WSN;950;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;950;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;1233;446;307;451;0;144;27.987.424;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;1566;926;779;0;0;147;26.448.886;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;1527;787;636;0;0;151;24.479.339.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;1036;329;249;390;0;141;29.198.081.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;787;307;977;307;1;151;24486.77;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;1644;333;843;333;0;149;25486.95;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;1454;307;775;331;1;147;26.487.838;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;742;249;909;249;0;143;28.488.576;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;529;221;641;228;1;148;25.949.602.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;777;217;912;226;0;146;26.930.424;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;731;216;892;225;1;144;27989.41;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;519;190;615;195;0;141;29491.72;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;293;116;369;140;1;140;29.994.858;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;408;133;511;141;1;141;29.493.694;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;397;147;472;147;0;147;26493.64;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;337;141;342;141;0;141;29.494.564;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1128;0;;;;;;
Simulation Total Time;29005;;;;;;;;;
Total Number of Sensed Events by the WSN;1021;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;1021;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;327;451;327;470;0;143;28487.1;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;775;923;775;0;0;148;25.968.245.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;741;885;741;0;1;144;27.979.624;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;255;399;256;399;0;144;27.988.894;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;180;327;1026;327;0;147;26.485.996;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;179;324;878;326;0;147;26.486.944;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;199;342;819;342;0;143;28.486.878;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;123;255;945;265;1;142;28962.05;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;103;242;685;249;0;146;26.979.346.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;69;218;922;218;0;149;25.489.236;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;84;233;871;233;0;149;25.489.182;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;62;204;645;204;0;142;28.991.234;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;140;395;143;1;143;28.494.252;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;140;506;146;1;146;26.993.568;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;146;520;148;0;148;25993.37;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;147;338;147;1;147;26.494.444;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1111;0;;;;;;
Simulation Total Time;31641;;;;;;;;;
Total Number of Sensed Events by the WSN;975;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;975;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;322;427;322;465;0;143;28.487.592;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;746;896;746;0;0;150;24.978.465.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;696;839;697;0;0;143;28.356.240.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;245;369;245;382;1;137;31.489.596;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;176;322;1034;322;1;146;26.986.068;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;187;319;874;332;0;145;27.487.022;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;183;327;794;327;1;144;27.987.388;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;103;245;893;245;1;142;28.988.762;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;100;243;691;245;0;145;27.333.336.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;79;228;897;228;0;149;25.489.152;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;74;219;888;219;0;145;27.489.416;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;44;191;582;191;0;147;26491.93;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;141;391;143;0;143;28.494.258;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;135;512;146;0;146;26.993.622;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;145;507;145;1;145;27.493.478;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;133;336;143;0;143;28.494.732;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1178;0;;;;;;
Simulation Total Time;30042;;;;;;;;;
Total Number of Sensed Events by the WSN;1009;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;1009;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;327;472;327;472;1;145;27486.71;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;808;948;808;0;1;140;29.978.088;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;707;851;707;0;1;144;27980.44;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;245;379;245;386;1;141;29.489.392;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;180;327;1033;327;0;147;26.485.954;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;189;336;878;336;1;147;26.486.668;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;180;328;773;328;0;148;25.958.498.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;103;245;900;245;0;142;28988.72;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;86;229;685;232;1;146;26.990.376;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;75;223;912;223;0;148;25.989.176;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;82;215;876;227;0;145;27.489.512;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;42;186;601;186;0;144;27991.93;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;135;376;143;1;143;28.494.456;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;136;505;144;0;144;27.993.664;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;140;510;142;0;142;28.993.574;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;133;328;141;0;141;29.494.792;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1116;0;;;;;;
Simulation Total Time;31856;;;;;;;;;
Total Number of Sensed Events by the WSN;1004;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;1004;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;320;445;320;457;1;137;31.233.776;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;774;917;774;0;1;143;28478.85;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;723;869;723;0;0;146;26.958.673.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;238;381;238;383;0;145;27.489.416;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;176;320;1012;320;0;144;27.986.254;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;180;329;862;329;0;149;25.486.932;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;192;342;785;342;0;150;24.987.088;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;86;238;872;238;0;152;23.989.062;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;93;239;662;239;0;146;26.990.292;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;71;220;929;220;0;149;25.489.146;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;87;223;897;233;0;146;26.657.737.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;41;178;591;190;0;149;25492.11;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;127;386;140;1;140;29.880.186;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;143;490;147;0;147;26.493.604;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;144;514;145;0;145;27493.46;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;126;335;141;1;141;29.447.625.333;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1187;0;;;;;;
Simulation Total Time;29610;;;;;;;;;
Total Number of Sensed Events by the WSN;995;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;995;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;315;448;315;457;1;142;28.985.101.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;792;938;792;0;0;146;26.884.121.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;684;831;684;0;0;147;26.476.312.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;245;358;245;386;1;141;29489.77;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;164;315;971;315;0;151;24486.62;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;197;344;865;344;1;147;26.449.518;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;188;326;811;333;0;145;27.487.274;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;102;245;911;245;1;143;28.488.654;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;94;224;660;242;0;148;25.990.562;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;85;224;954;231;0;146;26.988.858;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;80;224;908;224;1;144;27.989.176;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;50;195;612;195;0;145;27.491.654;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;127;388;141;0;141;29494.54;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;146;514;146;0;146;26.993.418;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;149;487;149;1;149;25.493.502;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;145;344;145;0;145;27.494.456;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1123;0;;;;;;
Simulation Total Time;30258;;;;;;;;;
Total Number of Sensed Events by the WSN;870;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;870;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;320;427;320;464;1;144;27987.61;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;742;874;743;0;0;132;23.599.816;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;624;743;625;0;0;119;22.196.294;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;239;326;239;386;0;147;26.488.127.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;171;320;1011;320;0;149;25.486.254;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;178;315;878;327;0;149;25487.1;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;181;298;774;330;1;149;25.370.670.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;113;239;912;256;1;143;28488.69;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;86;226;672;233;0;147;26.490.502;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;78;228;900;228;1;150;24.989.128;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;81;222;881;229;0;148;25.982.448;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;51;196;628;196;1;145;27.491.528;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;124;379;140;1;140;29.994.654;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;133;502;146;1;146;26.993.718;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;139;516;146;0;146;26.904.508.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;145;342;145;1;145;27.494.468;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1139;0;;;;;;
Simulation Total Time;31133;;;;;;;;;
Total Number of Sensed Events by the WSN;969;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;969;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;303;428;304;448;0;145;27.460.596.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;733;881;734;0;0;148;25.979.744;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;718;861;718;0;0;143;28.416.731.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;234;365;234;374;1;140;29.954.594;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;173;303;987;316;1;143;28.447.576;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;154;305;801;305;1;151;24.487.874;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;204;353;769;353;1;149;25.486.914;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;82;234;879;234;0;152;23.989.116;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;97;234;669;239;1;142;28.967.446.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;78;187;906;220;0;142;28.989.878;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;78;230;850;230;0;152;23.989.386;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;48;187;593;198;0;150;24.982.631.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;133;376;139;1;139;30.494.516;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;132;506;138;1;138;30993.76;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;133;495;147;0;147;26493.76;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;128;345;146;0;146;26994.75;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1174;0;;;;;;
Simulation Total Time;30075;;;;;;;;;
Total Number of Sensed Events by the WSN;1025;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;1025;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;318;454;318;460;1;142;28987.16;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;782;926;782;0;1;144;27860.88;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;736;881;736;0;0;145;27.441.908.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;245;387;245;389;0;144;27989.23;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;173;318;1010;318;0;145;27.486.308;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;177;328;837;328;0;151;24.487.106;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;200;349;801;349;1;149;25.486.818;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;108;245;942;249;1;141;29.394.148;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;95;232;671;238;1;143;28.465.456.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;70;211;906;219;0;149;25.489.452;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;87;238;899;238;0;151;24.488.894;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;54;204;616;204;1;150;24.991.408;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;134;378;140;0;140;29994.48;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;125;508;140;1;140;29.993.862;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;143;513;149;0;149;25.493.454;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;150;352;150;0;150;24.994.288;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1156;0;;;;;;
Simulation Total Time;31338;;;;;;;;;
Total Number of Sensed Events by the WSN;994;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;994;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;330;445;330;474;1;144;27.987.166;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;781;930;781;0;0;149;25.448.191.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;690;837;690;0;0;147;26.470.931.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;221;368;221;368;0;147;26.489.842;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node4;0;185;330;1063;330;1;145;27.485.702;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node5;0;197;336;885;344;0;147;26.486.578;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node6;0;175;322;787;322;0;147;26.473.183.333;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node7;0;100;221;872;243;1;143;28.489.332;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node8;0;100;246;716;246;1;146;26989.8;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node9;0;93;242;937;242;0;149;25.488.576;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node10;0;74;222;878;222;0;148;25989.41;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node11;0;45;182;600;186;0;141;29.406.004.667;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node12;0;0;146;394;146;0;146;26.994.132;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node13;0;0;147;532;148;0;148;25.993.274;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node14;0;0;148;496;148;0;148;25.993.472;
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node15;0;0;134;334;138;1;138;30.994.756;
Events;;;;;;;;;;
Class Name; Name; Type; Number of Produced Events; Number of Times Sensed;;;;;;
eboracum.wsn.event.StochasticPeriodicJumperEvent;E0_0;E0;1196;0;;;;;;
Simulation Total Time;31148;;;;;;;;;
Total Number of Sensed Events by the WSN;1032;;;;;;;;;
Number of Sensed Events by the WSN per Day;;;;;;;;;;
1;1032;;;;;;;;;
Nodes;;;;;;;;;;
Class Name; Name; Remaining Battery;Number of Received Messages;Number of Sent Messages;Number of Received Wake-up Messages;Number of Sent Wake-up Messages;Number of Received ACK Messages;Number of Enqueued Events; Number of Sensored Events; Time of Death
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node0;0;330;475;330;475;475;0;145;27473.54
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node1;0;814;959;814;0;0;0;145;27.470.618
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node2;0;710;858;710;0;0;1;148;25.976.765.333
eboracum.wsn.network.node.sensor.WakeUpWSNNode;Node3;0;261;373;261;399;373;1;138;30.989.326
